TERM,SUBJECT,CATALOG_NBR,CLASS_SECTION,CLASS_NUMBER,COURSE_DESCR,INSTR_LAST_NAME,INSTR_FIRST_NAME,A,B,C,D,F,SASTISFACTORY,TOTAL_DROPPED,AVG_GPA
Spring 2024,GEOL,8698,2,18288,Doctoral Research,Castagna,John P,0,0,0,0,0,1,0,
Spring 2024,FINA,4341,01,18289,Commercial Bank Management,Lara,Alexander J,41,0,1,0,0,0,0,3.921
Fall 2024,SOC,3300,5,18289,Intro to Sociological Theory,Grigorian,Stella,14,9,3,1,0,0,2,3.272
Fall 2022,GHL,3372,1,18291,Convention and Meeting Mgmt,Kenyan,Erin Oeser,15,8,0,3,3,0,1,3.046
Spring 2023,MUED,3102,01,18291,Brasses,Bell,Priscilla Garrett,10,5,1,0,0,0,0,3.563
Fall 2024,SOC,3335,1,18291,Sociology of Punishment,Adams,Jennifer Lauren,37,6,3,1,0,0,1,3.667
Fall 2022,GHL,3440,1,18292,Hotel Operations,Cheatham,Cathy A,17,9,7,1,0,0,1,3.294
Spring 2023,MUED,7305,01,18292,Contemp Methods in Music Educ,Hansen,Erin Melissa,1,0,0,0,0,0,0,4.000
Fall 2024,SOC,3336,1,18292,Aggression and Violence,Colbert,Sharla Stettnisch,32,11,2,1,1,0,2,3.539
Fall 2024,POPH,2300,1,18293,Intro to Population Health,Bruce,Marino A,8,9,1,0,1,0,1,3.263
Spring 2023,ANTH,6315,1,18294,Sem-Ethnographic Anlys,Ghazali,Marwa,6,0,0,0,0,0,0,4.000
Fall 2022,GHL,4361,1,18294,Marketing Strategies,Taylor,David C,17,4,2,0,1,0,0,3.473
Fall 2024,SOC,3326,1,18294,Immigration in US Society,Lee,Shayne,33,13,3,0,0,0,0,3.612
Fall 2024,ARCH,2500,37,18295,Arc/Int Arc Design Studio III,Perez Villarreal,Felipe,5,11,1,0,0,0,1,3.235
Fall 2022,GHL,4370,1,18295,Project Dev & Mgmt in Hosp Ind,Park,Hyekyung,9,0,0,0,0,0,0,4.000
Spring 2024,MUSA,8330,01,18295,Doctoral Composition,Smith,Robert Thomas,1,0,0,0,0,0,0,4.000
Spring 2023,PSYC,4315,01,18295,Human Motivation,Knee,Clifford R,13,1,0,0,0,0,0,3.905
Spring 2023,ARTH,7381,01,18296,Grad. Art History Methods II,Koontz,Rex A,6,0,0,0,0,0,0,4.000
Spring 2024,GEOL,8398,1,18296,Doctoral Research,Lapen,Thomas J,0,0,0,0,0,1,0,
Fall 2022,GHL,4374,1,18296,"Korean Food,Culture,Trism Mgt",Back,KiJoon,16,4,0,0,0,0,0,3.800
Fall 2022,PEP,6355,3,18297,Promotional Strategies,Cottingham,Michael,7,2,0,0,0,0,0,3.814
Fall 2024,SOC,3350,1,18297,Sociology of the Body,Kwan,Samantha S,16,18,5,1,0,0,0,3.242
Fall 2022,PEP,8306,3,18298,Scientific Inquiry in Hlt Prof,Hawkins,Billy J,2,0,0,0,0,0,0,4.000
Fall 2024,SOC,3380,1,18298,Intro/Soc Health Care,Monserud,Maria Aleksandrovna,31,13,2,0,1,0,0,3.553
Spring 2023,ACCT,2301,08,18300,Prin of Financial Accounting,Sykes,Mary Reeves,33,22,8,2,2,0,3,3.303
Fall 2022,BIOE,4150,1,18300,Genomic & Proteomic Lab,Akay PhD,Metin,6,0,0,0,0,0,0,3.835
Spring 2024,ECON,4399,1,18300,Senior Honors Thesis,Wang,Fan,1,0,0,0,0,0,0,4.000
Spring 2023,ACCT,2301,09,18301,Prin of Financial Accounting,Goble,Samuel,26,43,27,10,3,0,18,2.819
Fall 2022,SOCW,7324,6,18301,Clinical Apps of DSM in SW,Parks,Steven Lee,17,5,0,0,1,0,0,3.609
Spring 2023,ACCT,3366,06,18302,Financial Reporting Frameworks,Parthasarathy,Kiran M,27,10,11,2,1,0,8,3.164
Fall 2024,GERM,3381,01,18302,German Cinema,Kleinheider,Julia D,8,13,8,0,0,0,3,3.000
Fall 2022,SOCW,7324,7,18302,Clinical Apps of DSM in SW,Parks,Steven Lee,18,2,0,0,0,0,1,3.900
Fall 2024,GERM,3364,01,18303,Writing Holocausts,Glass,Hildegard,3,2,0,0,0,0,0,3.468
Spring 2024,NUTR,6302,1,18303,Adv Medical Nutrition Therapy,Ferrell,Carla Denise,6,3,1,0,0,0,0,3.467
Fall 2022,SOCW,7301,1,18303,Confronting Oppression & Injus,Barthelemy,Juan,27,0,0,0,0,0,0,4.000
Fall 2024,INDS,7300,1,18304,Design Thesis I,Morshedzadeh,Elham,1,0,0,0,0,0,0,4.000
Spring 2023,KIN,4303,1,18304,The Obesity Epidemic,Alastuey,Lisa L,26,22,8,3,8,0,2,2.762
Fall 2022,SOCW,7301,2,18304,Confronting Oppression & Injus,Shepherd,Donisha Shanice,24,0,0,0,0,0,0,4.000
Spring 2023,GENB,5304,05,18305,Business Ethics for Accountant,Brant Jr,Robert Edward,6,6,0,0,0,0,0,3.610
Fall 2022,GHL,6319,1,18305,"Korean Food, Cult. and Tour.",Back,KiJoon,6,0,0,0,0,0,0,4.000
Spring 2023,GENB,7304,05,18306,Bus Ethics for Accountants,Brant Jr,Robert Edward,7,6,1,0,0,0,0,3.499
Fall 2022,SOCW,7301,3,18306,Confronting Oppression & Injus,Barthelemy,Juan,24,1,0,0,0,0,0,3.960
Fall 2024,TEPM,6303,40,18306,Risk Assessment in Project Mgm,Rypien,David V,1,5,0,0,0,0,0,3.277
Fall 2022,SOCW,7301,4,18307,Confronting Oppression & Injus,Mendoza,Yvonne Anette,22,3,0,0,0,0,0,3.880
Fall 2024,TEPM,6305,40,18307,Project Manager Tools,Sherman,Dennis Louis,2,2,0,0,0,0,0,3.583
Spring 2023,CIVE,6338,01,18308,Advanced Steel Design,Mercan,Bulent,7,3,1,0,0,0,0,3.455
Fall 2024,TEPM,6306,40,18308,Project Management Office,Rypien,David V,3,3,0,0,0,0,0,3.500
Fall 2022,PHIL,1301,05,18309,Intro To Philosophy,Aiman,Edwin E,46,21,2,0,1,0,1,3.496
Fall 2024,TEPM,6307,40,18309,Advanced Project Management,Sherman,Dennis Louis,4,1,0,0,0,0,0,3.800
Fall 2022,GHL,7337,1,18310,Human Resources in Hospitality,Madera,Juan Manuel,30,0,1,0,0,0,0,3.935
Fall 2024,TEPM,6308,40,18310,Project Procurement Practices,Conover,Sharon Cecilia,2,0,0,0,0,0,0,4.000
Fall 2022,GHL,7341,1,18311,Food and Beverage Management,Legendre,Jungyoung Shin,15,0,0,0,0,0,0,3.978
Fall 2024,TEPM,6391,40,18311,Project Management Seminar,Carden,Lila L,3,1,0,0,0,0,0,3.833
Spring 2023,CIVE,6391,01,18312,Envrn Engr Microbiology,Fiorenza,Stephanie,6,0,1,0,0,0,0,3.667
Fall 2024,PHYS,6319,01,18312,Advanced Mechanics I,Su,Wu-Pei,3,11,3,1,0,0,2,2.962
Spring 2023,CIVE,6399,01,18313,Master's Thesis,Mo,Larry Yi-Lung,1,0,0,0,0,1,0,4.000
Fall 2024,PHYS,6313,01,18313,Methods of Math Physics I,Weglein,Arthur B,13,5,0,0,0,0,0,3.777
Fall 2022,KIN,4303,2,18314,The Obesity Epidemic,Alastuey,Lisa L,11,19,7,1,3,0,2,2.805
Spring 2024,MECE,6364,2,18314,Phase Transform in Materials,Selvamanickam,Venkat,1,0,0,0,0,0,0,3.670
Fall 2022,HIST,2312,1,18315,Western Civilization from 1450,Golubev,Alexey Valeryevich,12,9,10,0,1,0,3,2.948
Spring 2024,MECE,6364,3,18315,Phase Transform in Materials,Selvamanickam,Venkat,0,3,0,0,0,0,0,3.220
Spring 2023,ARTS,3300,01,18316,Advanced Drawing,Barrera,Debra,23,2,0,0,0,0,0,3.854
Fall 2022,CHEM,1312,3,18316,Fundamentals of Chemistry 2,Czernuszewicz,Roman S,6,9,15,18,22,0,18,1.367
Spring 2023,ARTS,3300,02,18317,Advanced Drawing,Safaitakhtehfooladi,Farima,18,0,0,0,1,0,1,3.772
Spring 2023,COSC,3337,01,18318,Data Science I,Rizk,Nouhad J,12,39,45,8,7,0,5,2.337
Fall 2024,CHIN,3343,01,18319,Chinese Popular Culture,Li,Melody Yunzi,15,4,1,1,0,0,0,3.556
Spring 2023,COSC,4348,01,18319,Intro Game Art and Animation,Yun,Changhoon,93,10,2,0,0,0,3,3.854
Fall 2023,MUSI,1181,04,18319,Group Piano I,Van Kekerix,Todd Evan,12,2,0,0,0,0,0,3.786
Fall 2022,HIST,3390,1,18320,Middle East: Pictures & Words,Al-Sowayel,Dina,12,2,0,0,6,0,1,2.700
Spring 2023,COSC,6348,01,18321,Intro Game Art and Animation,Yun,Changhoon,11,0,0,0,0,0,0,4.000
Fall 2023,MUSI,1181,05,18321,Group Piano I,Van Kekerix,Todd Evan,10,3,0,0,1,0,0,3.382
Fall 2022,PHIL,1321,03,18321,Logic I,Haaga,Curtis W,10,9,8,5,2,0,11,2.540
Fall 2024,ARCH,5500,21,18322,Architecture Design Studio IX,Froehlich,Dietmar,12,1,0,0,0,0,0,3.771
Spring 2024,ARTS,4398,10,18322,Independent Study,Parazette,Aaron,1,0,0,0,0,0,0,4.000
Fall 2022,COSC,1437,05,18322,Introduction to Programming,Biediger,Daniel Edward,52,28,16,5,5,0,13,3.107
Spring 2023,COSC,6374,01,18322,Parallel Computations,Wu,Panruo,10,0,0,0,0,0,0,4.000
Fall 2023,HIST,1302,01,18322,The U.S. Since 1877,Buzzanco,Robert,149,100,21,8,7,0,8,3.308
Fall 2023,HIST,1302,02,18323,The U.S. Since 1877,Buzzanco,Robert,177,69,21,6,12,0,10,3.403
Fall 2022,COSC,2306,01,18324,Data Programming,Shah,Shishir,8,8,5,2,1,0,20,2.806
Fall 2023,HIST,1302,03,18324,The U.S. Since 1877,Deyle,Steven H,139,99,19,5,18,0,9,3.162
Spring 2023,PSYC,2305,19,18324,Intro to Methods in Psychology,Wu,Dongjie,29,25,12,3,6,0,6,2.871
Fall 2022,COSC,4337,01,18325,Data Science II,Rizk,Nouhad J,16,18,26,1,4,0,2,2.687
Fall 2023,HIST,1302,04,18325,The U.S. Since 1877,Rector,Josiah John,192,57,24,7,10,0,8,3.385
Fall 2024,ARCH,5500,23,18326,Architecture Design Studio IX,Race,Bruce Alan,3,13,1,0,0,0,0,3.254
Fall 2023,HIST,1302,05,18326,The U.S. Since 1877,Zarnow,Leandra Ruth,103,93,34,8,29,0,13,2.844
Spring 2023,PSYC,2305,21,18326,Intro to Methods in Psychology,Shen,Shutian,32,22,10,1,9,0,8,2.856
Fall 2022,COSC,6353,01,18327,Software Design,Alipour,Mohammad Amin,1,0,0,0,0,0,0,4.000
Fall 2023,HIST,1302,06,18327,The U.S. Since 1877,Schafer Jr,James A,133,102,42,9,9,0,4,3.155
Spring 2024,INDE,6370,01,18327,Operation Research-Digital Sim,Khator,Suresh K,0,2,1,0,0,0,0,2.777
Spring 2024,THEA,6377,01,18328,Draping for Theatrical Costume,Niederer,Barbara,1,0,0,0,0,0,0,4.000
Spring 2023,PSYC,2305,26,18329,Intro to Methods in Psychology,Weinstein,Andrew Philip,18,9,6,4,1,0,2,3.000
Fall 2024,ARCH,7600,15,18330,Architecture Design Studio V,Froehlich,Dietmar,1,0,0,0,0,0,0,4.000
Spring 2024,GEOL,8698,3,18330,Doctoral Research,Khan,Shuhab D,0,0,0,0,0,1,0,
Spring 2024,ECE,8498,31,18331,Doctoral Research,Joardar,Biresh Kumar,0,0,0,0,0,0,0,
Fall 2023,MUSI,1311,02,18331,Music Theory I,Snyder,John L,5,11,2,0,1,0,3,2.965
Fall 2022,COSC,6376,01,18332,Cloud Computing,Shi,Weidong,40,35,0,0,0,0,0,3.555
Spring 2024,ECE,8398,31,18332,Doctoral Research,Joardar,Biresh Kumar,0,0,0,0,0,1,0,
Spring 2024,ENTR,4393,02,18333,RED Labs Pre-accelerator,Wilbur,Stephen,8,3,2,2,0,0,0,3.111
Spring 2024,ENTR,7393,02,18334,RED Labs Pre-accelerator,Wilbur,Stephen,3,0,0,0,0,0,0,4.000
Fall 2022,GHL,6352,1,18334,Hospitality Market Analysis,McCaslin,Glynn Randle,25,0,0,0,0,0,0,4.000
Fall 2024,HIST,2321,2,18334,Study of Early Civilizations,Neumann,Kristina Marie,9,11,11,2,0,0,1,2.758
Spring 2024,ELCS,6393,03,18335,Internship in Higher Education,Carales,Vincent D,5,0,0,0,0,0,0,3.868
Fall 2023,POLS,3344,01,18335,Inter'l Law & Law of War,Littlepage,Kelley G,7,9,3,2,0,0,10,2.921
Spring 2024,COMM,4399,1,18336,Senior Honors Thesis,Camaj,Lindita,1,0,0,0,0,0,0,4.000
Fall 2024,HIST,2327,1,18336,Chicano History to 1910,Patterson,Catherine F,32,0,0,0,0,0,0,3.959
Spring 2023,NUTR,4345,1,18336,The Obesity Epidemic,Alastuey,Lisa L,42,21,9,1,0,0,1,3.379
Spring 2024,HIST,1302,70,18337,The U.S. Since 1877,Lira,Karla Aisen,38,7,2,0,1,0,0,3.701
Fall 2024,HIST,2367,01,18337,History of Mexico,Patterson,Catherine F,38,1,0,0,1,0,1,3.817
Fall 2023,POLS,3387,01,18337,Politics of the Qur'an,Contractor,Cyrus Ali,21,3,0,0,0,0,0,3.806
Fall 2022,COMD,2338,4,18338,Phonetics,Roxburgh Wilson,Zoe,6,6,9,2,3,0,3,2.334
Spring 2024,FINA,7324,02,18338,Inv & Portfolio Mgt Project I,Shoss,Robert L,3,0,0,0,0,0,0,3.890
Fall 2024,HIST,2371,01,18338,Latin America 1492-1820,Gharala,Norah Linda Andrews,22,13,2,0,1,0,2,3.369
Fall 2022,COMD,4333,2,18339,Neuroscience for COMD,Dial,Heather Raye,19,13,2,0,0,0,0,3.451
Spring 2023,HIST,2327,1,18339,Chicano History to 1910,Ramos,Raul,22,4,2,0,2,0,3,3.401
Fall 2023,POLS,3356,01,18339,Intro-Constitutionl Law,Abbott Jr,Kenneth Wayne,36,2,0,0,0,0,0,3.852
Fall 2024,HIST,6300,1,18340,Rdgs in Global History,McNally,David Joseph,13,1,0,0,0,0,0,3.952
Fall 2022,MATH,6360,01,18340,Applicable Analysis,Onofrei,Daniel T,7,0,0,0,0,0,0,4.000
Fall 2023,POLS,3392,01,18340,Nuclear Weapons and Security,Zwald,Zachary J,10,9,1,0,1,0,1,3.254
Spring 2024,FINA,7325,02,18341,Inv & Portfolio Mgt Project II,Shoss,Robert L,3,0,0,0,0,0,0,3.890
Fall 2024,HIST,4386,1,18342,Africa 1945 To Present,Chery,Tshepo Morongwa,9,18,2,0,3,0,3,2.948
Spring 2023,HIST,3311,1,18344,Civil War and Reconstruction,Deyle,Steven H,10,15,5,1,0,0,3,3.086
Spring 2023,HIST,3325,1,18345,Mex Amer Civil Right in 20th C,San Miguel Jr,Guadalupe,13,4,2,0,0,0,3,3.544
Spring 2024,GEOL,8998,4,18346,Doctoral Research,Rappenglueck,Bernhard,0,0,0,0,0,2,0,
Spring 2023,HIST,3328,1,18346,"Colonial America, 1492-1776",Clavin,Matthew J,7,7,3,1,1,0,2,2.930
Spring 2023,ARTS,3312,01,18348,Intaglio,Alderson,Saran,14,1,0,0,0,0,0,3.933
Spring 2024,COMD,7391,2,18348,Clinic in Speech Lang Disorder,Kazhuro,Katsiaryna,2,0,0,0,0,0,0,3.835
Fall 2024,HIST,3333,1,18349,Global Health Care History,Chakrabarti,Pratik,12,12,1,0,1,0,0,3.320
Fall 2022,NUTR,4345,2,18350,The Obesity Epidemic,Alastuey,Lisa L,38,20,4,0,2,0,1,3.345
Spring 2024,ENGL,6302,1,18351,Creative Writing Pedagogy,Colombe,Audrey A,5,0,0,0,0,0,0,4.000
Fall 2022,TEPM,6304,01,18351,Quality Improvemnt in Proj Mgt,Kovach,Jamison,12,1,0,0,1,0,0,3.643
Spring 2024,COMD,7391,4,18352,Clinic in Speech Lang Disorder,Kazhuro,Katsiaryna,3,0,0,0,0,0,0,3.890
Fall 2022,FORE,6371,20,18352,World Futures,Sweeney,John Arthur,6,0,0,0,0,0,0,4.000
Spring 2023,HIST,3370,1,18352,20Th Cen Revlutn Latin America,Cedillo,Adela Cedillo,9,15,3,0,1,0,1,3.095
Spring 2023,BIOE,3341,2,18353,Biothermodynamics,Larin,Kirill,17,2,1,0,0,0,0,3.767
Spring 2024,COMD,7391,5,18353,Clinic in Speech Lang Disorder,Lantaco,Perla Judith,3,0,0,0,0,0,0,3.780
Fall 2022,SPAN,2307,02,18353,Span for Heritage Learners I,Ferrer,Tatiana Ines,7,2,4,0,0,0,1,3.256
Fall 2024,WCL,2370,01,18353,Cultures of India,Tiwari,Bhavya,10,9,5,1,0,0,11,3.080
Spring 2024,COMD,7391,6,18354,Clinic in Speech Lang Disorder,Trevino,Alexandra Hanson,3,0,0,0,0,0,0,3.780
Fall 2023,GHL,3153,1,18354,Htl Mrktng New York Style,Boger Jr,Carl A,9,0,0,0,0,0,0,4.000
Fall 2022,ATP,6113,3,18355,Lower Extremity Evaluation Lab,Harrison,Layci,14,2,0,0,0,0,0,3.875
Spring 2024,COMD,7391,7,18355,Clinic in Speech Lang Disorder,Sims,Frankie B,2,1,0,0,0,0,0,3.557
Fall 2022,ATP,6112,3,18356,Therapeutic Intervention 1 Lab,Yellen,Joshua B,15,1,0,0,0,0,0,3.938
Spring 2024,COMD,7391,8,18356,Clinic in Speech Lang Disorder,Townsend,Alayna,3,0,0,0,0,0,0,3.670
Fall 2024,PSYC,3334,01,18356,Psychology & Law,Capuozzo,Kristen Irene,23,35,6,5,4,0,6,2.954
Fall 2022,ATP,6313,3,18357,Lower Extremity Evaluation,Harrison,Layci,10,5,1,0,0,0,0,3.563
Spring 2024,COMD,7391,9,18357,Clinic in Speech Lang Disorder,Townsend,Alayna,3,0,0,0,0,0,0,3.780
Spring 2023,HIST,4340,1,18357,Philosophies of History,Hernandez,Jose A,10,2,0,0,0,0,1,3.778
Fall 2022,ATP,7112,1,18358,Therapeutic Intervention 2 Lab,Yellen,Joshua B,15,0,0,0,0,0,0,4.000
Spring 2024,COMD,7391,16,18358,Clinic in Speech Lang Disorder,Walker,Dionne A,3,0,0,0,0,0,0,3.670
Spring 2024,COMD,7391,17,18359,Clinic in Speech Lang Disorder,Cizek,Laura S,3,0,0,0,0,0,0,3.780
Fall 2023,GHL,6153,1,18359,Hotel Marketing-New York Style,Boger Jr,Carl A,7,0,0,0,0,0,0,4.000
Spring 2024,COMD,7391,18,18360,Clinic in Speech Lang Disorder,Ermgodts,Katherine Natalie,2,1,0,0,0,0,0,3.667
Fall 2023,PHIL,3354,01,18360,Medical Ethics,Determeyer,Peggy Lee,7,2,0,0,0,0,0,3.778
Fall 2022,BUSI,3300,04,18361,Intro to Personal Finance,Munchbach,Jim,43,6,1,1,2,0,1,3.579
Spring 2024,COMD,7391,19,18361,Clinic in Speech Lang Disorder,Ermgodts,Katherine Natalie,2,0,0,0,0,0,0,3.670
Fall 2023,ACCT,3366,07,18362,Financial Reporting Frameworks,Parthasarathy,Kiran M,61,37,22,3,3,0,15,3.167
Fall 2022,FINA,4320,06,18362,Investment Management,Suleymanov,Masim,12,12,6,1,0,0,1,3.118
Fall 2023,CHEE,8298,20,18363,Doctoral Research,Zerze,Gul,0,0,0,0,0,4,0,
Spring 2024,COMD,7392,9,18363,Adv Pract Sp & Lang Dis,Guerra,Teresa Evangelina,1,0,0,0,0,0,0,3.670
Fall 2022,FINA,4353,03,18363,Practicum Pers Finan Planning,Lopez,John C,7,5,0,0,0,0,1,3.693
Spring 2023,PSYC,2330,07,18363,Biological Psychology,Kennedy,Caitlin Grace,61,12,5,0,1,0,1,3.633
Fall 2022,BUSI,3300,05,18364,Intro to Personal Finance,Munchbach,Jim,39,5,1,1,2,0,3,3.577
Spring 2023,MUSI,6300,03,18364,Intro Res Method in Musicology,Caton,Kathryn L.,5,2,0,0,0,0,0,3.620
Fall 2022,BUSI,3300,06,18365,Intro to Personal Finance,Harvey,Danny,54,1,0,0,0,0,0,3.970
Spring 2024,COMD,7392,11,18365,Adv Pract Sp & Lang Dis,Schaff,Carrie Allyson,4,0,0,0,0,0,0,3.835
Spring 2023,OPTO,8696,01,18365,General Clinic IV,Dempsey,Robert L,0,0,0,0,0,28,0,
Fall 2022,BUSI,3300,07,18366,Intro to Personal Finance,Harvey,Danny,48,0,3,0,3,0,1,3.667
Spring 2024,COMD,7392,12,18366,Adv Pract Sp & Lang Dis,Schaff,Carrie Allyson,1,0,0,0,0,0,0,3.670
Fall 2023,GHL,7369,1,18366,Hospitality Financial Assets,Koh,Yoon,16,4,0,0,1,0,0,3.525
Spring 2023,OPTO,8338,01,18366,Recent Developments/Round,Dempsey,Robert L,13,15,1,0,0,0,0,3.323
Fall 2023,CHEE,8398,21,18368,Doctoral Research,Henderson,Jerrod A,0,0,0,0,0,1,0,
Spring 2023,OPTO,8384,01,18370,Practice Management II,Davis,Mark K,24,5,0,0,0,0,0,3.657
Fall 2023,CHEE,8598,20,18371,Doctoral Research,Zerze,Gul,0,0,0,0,0,1,0,
Spring 2024,PHOP,6767,5,18371,Research Practicum A,Ribelayga,Christophe Pierre,1,0,0,0,0,0,0,4.000
Fall 2024,POLS,3309,01,18372,Democratization,Pineda,Paula C,31,6,5,0,1,0,1,3.450
Fall 2024,ARCH,4324,1,18373,High-Rise Structures,Colaco,Joseph P,2,6,7,0,0,0,0,2.579
Spring 2023,NURS,6309,1,18373,Adv Leadership & Mgmt,Brohard,Cheryl L,3,1,0,0,0,0,0,3.750
Fall 2023,CHEE,8399,20,18374,Doctoral Dissertation,Zerze,Gul,0,0,0,0,0,3,0,
Spring 2023,NURS,6330,1,18374,Adv Diagnostic Physicl Examntn,Ecby,Chanique,2,2,0,0,0,0,0,3.500
Fall 2024,DIGM,3357,30,18375,Social Media Apps & Analytics,Liao,Pamara F,36,27,4,0,1,0,1,3.373
Spring 2024,GEOL,8998,7,18375,Doctoral Research,Khan,Shuhab D,0,0,0,0,0,1,0,
Fall 2022,INDS,2500,05,18375,Industrial Design Studio III,Chow,George K,7,6,0,0,0,0,0,3.386
Fall 2024,DIGM,4379,20,18376,Transmedia Marketing,Lee,Seo Yoon,27,15,2,0,0,0,0,3.516
Fall 2022,INDS,2500,07,18377,Industrial Design Studio III,McEuen,Aaron Ross,4,7,0,0,0,0,2,3.274
Spring 2024,GEOL,8998,8,18378,Doctoral Research,Choi,Yunsoo,0,0,0,0,0,7,0,
Fall 2023,HDFS,4397,01,18378,Selected Topics in Hdfs,Master,Allison,4,2,0,0,0,0,0,3.722
Fall 2022,DIGM,3350,30,18379,Graph Comm Prod Processes,Pegram,Norman,14,3,1,0,0,0,0,3.704
Fall 2024,POLS,3311,02,18379,Intro Compar Politics,Cichock,Mark A,9,16,8,1,6,0,3,2.459
Fall 2022,DIGM,4351,30,18380,Portfolio Development for DIGM,Hargrove,Mark Stephen,49,19,3,0,0,0,1,3.527
Spring 2024,BCHS,8999,5,18381,Doctoral Dissertation,Briggs,James M,1,0,0,0,0,0,0,4.000
Fall 2023,ENGL,7368,1,18381,CSA Theories and Methods,Harrell,Haylee C,10,0,0,0,0,0,1,4.000
Fall 2024,SPAN,3373,01,18381,Spanish Culture & Civilization,Gutierrez,Pedro Revuelta,6,7,2,0,1,0,1,3.021
Spring 2024,PEP,8999,4,18382,Doctoral Dissertation,Parikh,Pranav J,1,0,0,0,0,0,0,4.000
Fall 2024,SPAN,3386,01,18382,Spanish Culture Through Film,Solino,Maria Elena,26,7,1,0,1,0,0,3.619
Fall 2022,DIGM,4373,31,18383,Photo Tone and Color Repro,Waite,Jerry J,14,5,1,0,0,0,0,3.469
Spring 2024,PEP,8699,5,18383,Doctoral Dissertation,LaVoy,Emily Claire-Pyle,0,0,0,0,0,3,0,
Spring 2024,GCEE,6320,01,18384,Global Climate: Physical Model,Li,Hongyi,5,0,1,0,0,0,0,3.722
Fall 2022,INDS,3340,01,18384,Computer Aided Indus Design II,Chow,George K,10,6,0,0,0,0,0,3.522
Spring 2023,MUSA,6143,03,18384,Graduate Recital IV,Brooks,Wayne A,1,0,0,0,0,0,0,4.000
Fall 2024,ARCH,3112,7,18385,Topics in Design Media,Noldt,Peter,9,5,1,0,0,0,0,3.511
Spring 2023,ENGL,1302,12,18385,First Year Writing II,Coleman,Quintin,9,1,2,2,3,0,2,2.647
Fall 2024,ARCH,3112,8,18386,Topics in Design Media,Noldt,Peter,9,5,0,0,0,0,0,3.525
Spring 2023,ENGL,1302,25,18386,First Year Writing II,Downey,Carlton M,14,4,0,0,1,0,0,3.579
Fall 2023,TECH,1301,02,18386,Intro to Data Analytics Tools,Roberts,Phyllis Rayburn,17,21,4,0,5,0,0,2.936
Fall 2022,BIOE,3341,1,18387,Biothermodynamics,Larin,Kirill,13,6,1,0,0,0,0,3.617
Spring 2024,COMD,6340,1,18387,Augmentative and Alternative C,Thiessen,Amber L,27,19,2,0,0,0,0,3.521
Spring 2023,ENGL,1302,67,18387,First Year Writing II,Garcia,Serena Mari,15,3,2,4,1,0,0,2.988
Fall 2023,ELCS,8310,2,18388,The Superintendency,Butcher,Keith,6,0,0,0,0,0,0,4.000
Spring 2023,ENGL,1302,70,18388,First Year Writing II,Downey,Carlton M,17,2,0,0,3,0,2,3.319
Spring 2023,ENGL,1302,71,18389,First Year Writing II,Downey,Carlton M,22,0,1,0,1,0,1,3.736
Spring 2024,GEOL,8398,3,18389,Doctoral Research,Mann,Paul,0,0,0,0,0,4,0,
Fall 2024,PHYS,2325,05,18389,University Physics I (lecture),Chen,Xiaojia,16,25,84,1,8,0,21,2.168
Fall 2023,ELCS,7392,2,18390,Internship in Superintendent,Klussmann,Duncan Foster,2,0,0,0,0,0,0,4.000
Spring 2023,ENGL,1302,72,18390,First Year Writing II,Kozma,Andrew,10,8,2,0,1,0,2,3.270
Fall 2022,INDS,6340,01,18390,Advanced Design Materials,Wells,Adam C,2,0,0,0,0,0,0,4.000
Spring 2023,ENGL,1302,73,18391,First Year Writing II,Kozma,Andrew,15,3,2,1,1,0,3,3.334
Spring 2023,ENGL,1302,78,18392,First Year Writing II,Julian,Jennifer La'Vonne,20,5,0,0,0,0,0,3.734
Spring 2023,ENGL,1302,79,18393,First Year Writing II,Arayilakath Mohammed,Ibrahim Badshah,17,3,1,0,1,0,2,3.501
Spring 2023,ENGL,1302,80,18394,First Year Writing II,Presswood,Phillip Hilliard,23,1,1,0,0,0,1,3.880
Spring 2023,ENGL,1302,82,18395,First Year Writing II,Presswood,Phillip Hilliard,23,2,0,0,0,0,0,3.946
Fall 2024,POLS,4340,01,18395,Intelligence Analysis,Lubotzky,Asher,24,6,1,1,0,0,0,3.605
Fall 2023,RELS,1301,3,18395,Intro To Religious Studies,Eberhart,Christian,18,20,4,1,0,0,1,3.164
Spring 2024,ECON,8391,1,18396,PhD Internship,Yi,Kei-Mu,0,0,0,0,0,1,0,
Spring 2023,ENGL,1302,83,18396,First Year Writing II,Rolater,Sara C,14,4,1,2,2,0,2,3.044
Fall 2022,INDS,4260,01,18396,Design Issues II,McEuen,Aaron Ross,14,8,0,0,0,0,0,3.591
Fall 2024,MECE,3336,02,18396,Mechanics II,Kulkarni,Yashashree,7,22,20,1,0,0,4,2.773
Spring 2023,ENGL,1302,84,18397,First Year Writing II,Campese,Kathleen Ann,10,6,2,0,1,0,5,3.176
Spring 2024,POLS,8999,27,18397,Doctoral Dissertation,Casellas,Jason,0,0,0,0,0,2,0,
Spring 2024,BZAN,6356,02,18398,Adv DB Mgt Tools Bus Analytics,Grimes,George M,6,1,0,0,0,0,0,3.857
Spring 2023,ENGL,1302,85,18398,First Year Writing II,Campese,Kathleen Ann,16,3,2,0,1,0,3,3.395
Fall 2023,RELS,3330,1,18398,Christianity,Pegoda,Andrew Joseph,4,14,5,1,2,0,4,2.679
